subj,graphid,tp,q,pt
82,Q12 A,0,Q12,A
82,Q13 A,1,Q13,A
83,Q2 A,1,Q2,A
83,Q2 B,1,Q2,B
83,Q2 C,0,Q2,C
83,Q3 A,1,Q3,A
83,Q3 B,1,Q3,B
83,Q3 C,1,Q3,C
83,Q3 D,1,Q3,D
83,Q3 E,1,Q3,E
83,Q4 A,1,Q4,A
83,Q4 B,1,Q4,B
83,Q5 A,0,Q5,A
83,Q5 B,1,Q5,B
83,Q5 C,1,Q5,C
83,Q5 D,1,Q5,D
83,Q6 A,1,Q6,A
83,Q6 B,1,Q6,B
83,Q6 C,0,Q6,C
83,Q7 A,1,Q7,A
83,Q7 B,0,Q7,B
83,Q8 A,1,Q8,A
83,Q8 B,0,Q8,B
83,Q9 A,1,Q9,A
83,Q10 A,1,Q10,A
83,Q10 B,1,Q10,B
83,Q10 C,1,Q10,C
83,Q10 D,1,Q10,D
83,Q11 A,1,Q11,A
83,Q11 B,1,Q11,B
83,Q11 C,1,Q11,C
83,Q11 D,1,Q11,D
83,Q12 A,0,Q12,A
83,Q13 A,1,Q13,A
84,Q2 A,0,Q2,A
84,Q2 B,0,Q2,B
84,Q2 C,1,Q2,C
84,Q3 A,0,Q3,A
84,Q3 B,0,Q3,B
84,Q3 C,0,Q3,C
84,Q3 D,0,Q3,D
84,Q3 E,0,Q3,E
84,Q4 A,0,Q4,A
84,Q4 B,0,Q4,B
84,Q5 A,0,Q5,A
84,Q5 B,1,Q5,B
84,Q5 C,1,Q5,C
84,Q5 D,1,Q5,D
84,Q6 A,0,Q6,A
84,Q6 B,1,Q6,B
84,Q6 C,1,Q6,C
84,Q7 A,0,Q7,A
84,Q7 B,0,Q7,B
84,Q8 A,0,Q8,A
84,Q8 B,0,Q8,B
84,Q9 A,0,Q9,A
84,Q10 A,0,Q10,A
84,Q10 B,1,Q10,B
84,Q10 C,0,Q10,C
84,Q10 D,1,Q10,D
84,Q11 A,0,Q11,A
84,Q11 B,0,Q11,B
84,Q11 C,0,Q11,C
84,Q11 D,0,Q11,D
84,Q12 A,1,Q12,A
84,Q13 A,1,Q13,A
85,Q2 A,0,Q2,A
85,Q2 B,0,Q2,B
85,Q2 C,1,Q2,C
85,Q3 A,1,Q3,A
85,Q3 B,0,Q3,B
85,Q3 C,0,Q3,C
85,Q3 D,0,Q3,D
85,Q3 E,1,Q3,E
85,Q4 A,0,Q4,A
85,Q4 B,0,Q4,B
85,Q5 A,1,Q5,A
85,Q5 B,0,Q5,B
85,Q5 C,1,Q5,C
85,Q5 D,0,Q5,D
85,Q6 A,1,Q6,A
85,Q6 B,0,Q6,B
85,Q6 C,1,Q6,C
85,Q7 A,1,Q7,A
85,Q7 B,0,Q7,B
85,Q8 A,1,Q8,A
85,Q8 B,1,Q8,B
85,Q9 A,1,Q9,A
85,Q10 A,1,Q10,A
85,Q10 B,0,Q10,B
85,Q10 C,1,Q10,C
85,Q10 D,0,Q10,D
85,Q11 A,0,Q11,A
85,Q11 B,0,Q11,B
85,Q11 C,0,Q11,C
85,Q11 D,0,Q11,D
85,Q12 A,1,Q12,A
85,Q13 A,0,Q13,A
86,Q2 A,1,Q2,A
86,Q2 B,1,Q2,B
86,Q2 C,0,Q2,C
86,Q3 A,0,Q3,A
86,Q3 B,0,Q3,B
86,Q3 C,0,Q3,C
86,Q3 D,0,Q3,D
86,Q3 E,1,Q3,E
86,Q4 A,0,Q4,A
86,Q4 B,1,Q4,B
86,Q5 A,0,Q5,A
86,Q5 B,1,Q5,B
86,Q5 C,0,Q5,C
86,Q5 D,1,Q5,D
86,Q6 A,0,Q6,A
86,Q6 B,1,Q6,B
86,Q6 C,0,Q6,C
86,Q7 A,0,Q7,A
86,Q7 B,0,Q7,B
86,Q8 A,0,Q8,A
86,Q8 B,1,Q8,B
86,Q9 A,0,Q9,A
86,Q10 A,0,Q10,A
86,Q10 B,1,Q10,B
86,Q10 C,0,Q10,C
86,Q10 D,1,Q10,D
86,Q11 A,0,Q11,A
86,Q11 B,0,Q11,B
86,Q11 C,0,Q11,C
86,Q11 D,0,Q11,D
86,Q12 A,0,Q12,A
86,Q13 A,0,Q13,A
87,Q2 A,1,Q2,A
87,Q2 B,1,Q2,B
87,Q2 C,0,Q2,C
87,Q3 A,1,Q3,A
87,Q3 B,1,Q3,B
87,Q3 C,1,Q3,C
87,Q3 D,1,Q3,D
87,Q3 E,1,Q3,E
87,Q4 A,1,Q4,A
87,Q4 B,1,Q4,B
87,Q5 A,0,Q5,A
87,Q5 B,1,Q5,B
87,Q5 C,1,Q5,C
87,Q5 D,1,Q5,D
87,Q6 A,1,Q6,A
87,Q6 B,1,Q6,B
87,Q6 C,0,Q6,C
87,Q7 A,1,Q7,A
87,Q7 B,0,Q7,B
87,Q8 A,1,Q8,A
87,Q8 B,0,Q8,B
87,Q9 A,0,Q9,A
87,Q10 A,0,Q10,A
87,Q10 B,1,Q10,B
87,Q10 C,1,Q10,C
87,Q10 D,1,Q10,D
87,Q11 A,1,Q11,A
87,Q11 B,1,Q11,B
87,Q11 C,1,Q11,C
87,Q11 D,1,Q11,D
87,Q12 A,0,Q12,A
87,Q13 A,0,Q13,A
88,Q2 A,0,Q2,A
88,Q2 B,1,Q2,B
88,Q2 C,0,Q2,C
88,Q3 A,1,Q3,A
88,Q3 B,0,Q3,B
88,Q3 C,0,Q3,C
88,Q3 D,0,Q3,D
88,Q3 E,0,Q3,E
88,Q4 A,0,Q4,A
88,Q4 B,0,Q4,B
88,Q5 A,0,Q5,A
88,Q5 B,0,Q5,B
88,Q5 C,1,Q5,C
88,Q5 D,0,Q5,D
88,Q6 A,1,Q6,A
88,Q6 B,0,Q6,B
88,Q6 C,0,Q6,C
88,Q7 A,1,Q7,A
88,Q7 B,0,Q7,B
88,Q8 A,0,Q8,A
88,Q8 B,0,Q8,B
88,Q9 A,0,Q9,A
88,Q10 A,1,Q10,A
88,Q10 B,0,Q10,B
88,Q10 C,1,Q10,C
88,Q10 D,0,Q10,D
88,Q11 A,0,Q11,A
88,Q11 B,0,Q11,B
88,Q11 C,0,Q11,C
88,Q11 D,0,Q11,D
88,Q12 A,0,Q12,A
88,Q13 A,0,Q13,A
89,Q2 A,1,Q2,A
89,Q2 B,1,Q2,B
89,Q2 C,1,Q2,C
89,Q3 A,1,Q3,A
89,Q3 B,0,Q3,B
89,Q3 C,1,Q3,C
89,Q3 D,1,Q3,D
89,Q3 E,1,Q3,E
89,Q4 A,1,Q4,A
89,Q4 B,1,Q4,B
89,Q5 A,0,Q5,A
89,Q5 B,1,Q5,B
89,Q5 C,1,Q5,C
89,Q5 D,1,Q5,D
89,Q6 A,1,Q6,A
89,Q6 B,1,Q6,B
89,Q6 C,0,Q6,C
89,Q7 A,1,Q7,A
89,Q7 B,0,Q7,B
89,Q8 A,1,Q8,A
89,Q8 B,1,Q8,B
89,Q9 A,1,Q9,A
89,Q10 A,1,Q10,A
89,Q10 B,1,Q10,B
89,Q10 C,1,Q10,C
89,Q10 D,1,Q10,D
89,Q11 A,1,Q11,A
89,Q11 B,0,Q11,B
89,Q11 C,1,Q11,C
89,Q11 D,1,Q11,D
89,Q12 A,1,Q12,A
89,Q13 A,1,Q13,A
90,Q2 A,1,Q2,A
90,Q2 B,1,Q2,B
90,Q2 C,1,Q2,C
90,Q3 A,1,Q3,A
90,Q3 B,1,Q3,B
90,Q3 C,1,Q3,C
90,Q3 D,1,Q3,D
90,Q3 E,1,Q3,E
90,Q4 A,1,Q4,A
90,Q4 B,1,Q4,B
90,Q5 A,1,Q5,A
90,Q5 B,1,Q5,B
90,Q5 C,1,Q5,C
90,Q5 D,1,Q5,D
90,Q6 A,1,Q6,A
90,Q6 B,1,Q6,B
90,Q6 C,1,Q6,C
90,Q7 A,1,Q7,A
90,Q7 B,0,Q7,B
90,Q8 A,1,Q8,A
90,Q8 B,1,Q8,B
90,Q9 A,1,Q9,A
90,Q10 A,1,Q10,A
90,Q10 B,1,Q10,B
90,Q10 C,1,Q10,C
90,Q10 D,1,Q10,D
90,Q11 A,1,Q11,A
90,Q11 B,1,Q11,B
90,Q11 C,1,Q11,C
90,Q11 D,1,Q11,D
90,Q12 A,1,Q12,A
90,Q13 A,1,Q13,A
91,Q2 A,1,Q2,A
91,Q2 B,1,Q2,B
91,Q2 C,1,Q2,C
91,Q3 A,1,Q3,A
91,Q3 B,0,Q3,B
91,Q3 C,0,Q3,C
91,Q3 D,0,Q3,D
91,Q3 E,1,Q3,E
91,Q4 A,0,Q4,A
91,Q4 B,0,Q4,B
91,Q5 A,0,Q5,A
91,Q5 B,0,Q5,B
91,Q5 C,1,Q5,C
91,Q5 D,0,Q5,D
91,Q6 A,1,Q6,A
91,Q6 B,0,Q6,B
91,Q6 C,0,Q6,C
91,Q7 A,1,Q7,A
91,Q7 B,0,Q7,B
91,Q8 A,1,Q8,A
91,Q8 B,0,Q8,B
91,Q9 A,0,Q9,A
91,Q10 A,1,Q10,A
91,Q10 B,0,Q10,B
91,Q10 C,1,Q10,C
91,Q10 D,0,Q10,D
91,Q11 A,0,Q11,A
91,Q11 B,0,Q11,B
91,Q11 C,0,Q11,C
91,Q11 D,0,Q11,D
91,Q12 A,0,Q12,A
91,Q13 A,0,Q13,A
92,Q2 A,0,Q2,A
92,Q2 B,1,Q2,B
92,Q2 C,0,Q2,C
92,Q3 A,0,Q3,A
92,Q3 B,0,Q3,B
92,Q3 C,0,Q3,C
92,Q3 D,0,Q3,D
92,Q3 E,0,Q3,E
92,Q4 A,0,Q4,A
92,Q4 B,0,Q4,B
92,Q5 A,0,Q5,A
92,Q5 B,0,Q5,B
92,Q5 C,0,Q5,C
92,Q5 D,1,Q5,D
92,Q6 A,0,Q6,A
92,Q6 B,1,Q6,B
92,Q6 C,0,Q6,C
92,Q7 A,1,Q7,A
92,Q7 B,0,Q7,B
92,Q8 A,0,Q8,A
92,Q8 B,0,Q8,B
92,Q9 A,1,Q9,A
92,Q10 A,1,Q10,A
92,Q10 B,0,Q10,B
92,Q10 C,1,Q10,C
92,Q10 D,0,Q10,D
92,Q11 A,0,Q11,A
92,Q11 B,0,Q11,B
92,Q11 C,0,Q11,C
92,Q11 D,0,Q11,D
92,Q12 A,1,Q12,A
92,Q13 A,1,Q13,A
93,Q2 A,0,Q2,A
93,Q2 B,0,Q2,B
93,Q2 C,1,Q2,C
93,Q3 A,1,Q3,A
93,Q3 B,1,Q3,B
93,Q3 C,1,Q3,C
93,Q3 D,1,Q3,D
93,Q3 E,1,Q3,E
93,Q4 A,1,Q4,A
93,Q4 B,1,Q4,B
93,Q5 A,1,Q5,A
93,Q5 B,1,Q5,B
93,Q5 C,1,Q5,C
93,Q5 D,0,Q5,D
93,Q6 A,0,Q6,A
93,Q6 B,0,Q6,B
93,Q6 C,1,Q6,C
93,Q7 A,1,Q7,A
93,Q7 B,0,Q7,B
93,Q8 A,1,Q8,A
93,Q8 B,1,Q8,B
93,Q9 A,1,Q9,A
93,Q10 A,1,Q10,A
93,Q10 B,1,Q10,B
93,Q10 C,1,Q10,C
93,Q10 D,1,Q10,D
93,Q11 A,0,Q11,A
93,Q11 B,0,Q11,B
93,Q11 C,0,Q11,C
93,Q11 D,0,Q11,D
93,Q12 A,1,Q12,A
93,Q13 A,0,Q13,A
94,Q2 A,0,Q2,A
94,Q2 B,0,Q2,B
94,Q2 C,1,Q2,C
94,Q3 A,1,Q3,A
94,Q3 B,1,Q3,B
94,Q3 C,1,Q3,C
94,Q3 D,1,Q3,D
94,Q3 E,1,Q3,E
94,Q4 A,1,Q4,A
94,Q4 B,1,Q4,B
94,Q5 A,1,Q5,A
94,Q5 B,1,Q5,B
94,Q5 C,1,Q5,C
94,Q5 D,1,Q5,D
94,Q6 A,1,Q6,A
94,Q6 B,1,Q6,B
94,Q6 C,1,Q6,C
94,Q7 A,1,Q7,A
94,Q7 B,1,Q7,B
94,Q8 A,1,Q8,A
94,Q8 B,1,Q8,B
94,Q9 A,1,Q9,A
94,Q10 A,1,Q10,A
94,Q10 B,1,Q10,B
94,Q10 C,1,Q10,C
94,Q10 D,1,Q10,D
94,Q11 A,1,Q11,A
94,Q11 B,1,Q11,B
94,Q11 C,1,Q11,C
94,Q11 D,1,Q11,D
94,Q12 A,1,Q12,A
94,Q13 A,1,Q13,A
95,Q2 A,1,Q2,A
95,Q2 B,1,Q2,B
95,Q2 C,0,Q2,C
95,Q3 A,1,Q3,A
95,Q3 B,0,Q3,B
95,Q3 C,0,Q3,C
95,Q3 D,0,Q3,D
95,Q3 E,1,Q3,E
95,Q4 A,1,Q4,A
95,Q4 B,1,Q4,B
95,Q5 A,1,Q5,A
95,Q5 B,1,Q5,B
95,Q5 C,1,Q5,C
95,Q5 D,1,Q5,D
95,Q6 A,1,Q6,A
95,Q6 B,1,Q6,B
95,Q6 C,0,Q6,C
95,Q7 A,1,Q7,A
95,Q7 B,0,Q7,B
95,Q8 A,1,Q8,A
95,Q8 B,0,Q8,B
95,Q9 A,1,Q9,A
95,Q10 A,1,Q10,A
95,Q10 B,1,Q10,B
95,Q10 C,1,Q10,C
95,Q10 D,1,Q10,D
95,Q11 A,1,Q11,A
95,Q11 B,1,Q11,B
95,Q11 C,1,Q11,C
95,Q11 D,1,Q11,D
95,Q12 A,0,Q12,A
95,Q13 A,1,Q13,A
96,Q2 A,0,Q2,A
96,Q2 B,0,Q2,B
96,Q2 C,1,Q2,C
96,Q3 A,1,Q3,A
96,Q3 B,0,Q3,B
96,Q3 C,0,Q3,C
96,Q3 D,1,Q3,D
96,Q3 E,0,Q3,E
96,Q4 A,0,Q4,A
96,Q4 B,1,Q4,B
96,Q5 A,0,Q5,A
96,Q5 B,1,Q5,B
96,Q5 C,1,Q5,C
96,Q5 D,1,Q5,D
96,Q6 A,1,Q6,A
96,Q6 B,1,Q6,B
96,Q6 C,1,Q6,C
96,Q7 A,1,Q7,A
96,Q7 B,0,Q7,B
96,Q8 A,1,Q8,A
96,Q8 B,1,Q8,B
96,Q9 A,0,Q9,A
96,Q10 A,0,Q10,A
96,Q10 B,1,Q10,B
96,Q10 C,0,Q10,C
96,Q10 D,1,Q10,D
96,Q11 A,1,Q11,A
96,Q11 B,0,Q11,B
96,Q11 C,1,Q11,C
96,Q11 D,1,Q11,D
96,Q12 A,1,Q12,A
96,Q13 A,0,Q13,A
97,Q2 A,0,Q2,A
97,Q2 B,1,Q2,B
97,Q2 C,0,Q2,C
97,Q3 A,0,Q3,A
97,Q3 B,0,Q3,B
97,Q3 C,0,Q3,C
97,Q3 D,0,Q3,D
97,Q3 E,0,Q3,E
97,Q4 A,0,Q4,A
97,Q4 B,0,Q4,B
97,Q5 A,0,Q5,A
97,Q5 B,1,Q5,B
97,Q5 C,1,Q5,C
97,Q5 D,0,Q5,D
97,Q6 A,0,Q6,A
97,Q6 B,1,Q6,B
97,Q6 C,0,Q6,C
97,Q7 A,1,Q7,A
97,Q7 B,0,Q7,B
97,Q8 A,0,Q8,A
97,Q8 B,0,Q8,B
97,Q9 A,1,Q9,A
97,Q10 A,0,Q10,A
97,Q10 B,0,Q10,B
97,Q10 C,0,Q10,C
97,Q10 D,0,Q10,D
97,Q11 A,0,Q11,A
97,Q11 B,0,Q11,B
97,Q11 C,0,Q11,C
97,Q11 D,0,Q11,D
97,Q12 A,0,Q12,A
97,Q13 A,1,Q13,A
98,Q2 A,1,Q2,A
98,Q2 B,1,Q2,B
98,Q2 C,1,Q2,C
98,Q3 A,0,Q3,A
98,Q3 B,1,Q3,B
98,Q3 C,1,Q3,C
98,Q3 D,1,Q3,D
98,Q3 E,0,Q3,E
98,Q4 A,1,Q4,A
98,Q4 B,1,Q4,B
98,Q5 A,0,Q5,A
98,Q5 B,1,Q5,B
98,Q5 C,0,Q5,C
98,Q5 D,1,Q5,D
98,Q6 A,0,Q6,A
98,Q6 B,1,Q6,B
98,Q6 C,0,Q6,C
98,Q7 A,1,Q7,A
98,Q7 B,0,Q7,B
98,Q8 A,1,Q8,A
98,Q8 B,1,Q8,B
98,Q9 A,1,Q9,A
98,Q10 A,1,Q10,A
98,Q10 B,1,Q10,B
98,Q10 C,1,Q10,C
98,Q10 D,1,Q10,D
98,Q11 A,1,Q11,A
98,Q11 B,1,Q11,B
98,Q11 C,1,Q11,C
98,Q11 D,1,Q11,D
98,Q12 A,0,Q12,A
98,Q13 A,1,Q13,A
99,Q2 A,1,Q2,A
99,Q2 B,0,Q2,B
99,Q2 C,0,Q2,C
99,Q3 A,1,Q3,A
99,Q3 B,1,Q3,B
99,Q3 C,1,Q3,C
99,Q3 D,1,Q3,D
99,Q3 E,1,Q3,E
99,Q4 A,0,Q4,A
99,Q4 B,0,Q4,B
99,Q5 A,1,Q5,A
99,Q5 B,0,Q5,B
99,Q5 C,1,Q5,C
99,Q5 D,0,Q5,D
99,Q6 A,1,Q6,A
99,Q6 B,0,Q6,B
99,Q6 C,0,Q6,C
99,Q7 A,0,Q7,A
99,Q7 B,1,Q7,B
99,Q8 A,1,Q8,A
99,Q8 B,0,Q8,B
99,Q9 A,0,Q9,A
99,Q10 A,1,Q10,A
99,Q10 B,0,Q10,B
99,Q10 C,0,Q10,C
99,Q10 D,0,Q10,D
99,Q11 A,0,Q11,A
99,Q11 B,0,Q11,B
99,Q11 C,0,Q11,C
99,Q11 D,0,Q11,D
99,Q12 A,0,Q12,A
99,Q13 A,0,Q13,A
100,Q2 A,0,Q2,A
100,Q2 B,1,Q2,B
100,Q2 C,1,Q2,C
100,Q3 A,1,Q3,A
100,Q3 B,0,Q3,B
100,Q3 C,0,Q3,C
100,Q3 D,0,Q3,D
100,Q3 E,1,Q3,E
100,Q4 A,0,Q4,A
100,Q4 B,0,Q4,B
100,Q5 A,1,Q5,A
100,Q5 B,0,Q5,B
100,Q5 C,1,Q5,C
100,Q5 D,0,Q5,D
100,Q6 A,1,Q6,A
100,Q6 B,0,Q6,B
100,Q6 C,1,Q6,C
100,Q7 A,1,Q7,A
100,Q7 B,0,Q7,B
100,Q8 A,1,Q8,A
100,Q8 B,0,Q8,B
100,Q9 A,1,Q9,A
100,Q10 A,1,Q10,A
100,Q10 B,0,Q10,B
100,Q10 C,1,Q10,C
100,Q10 D,0,Q10,D
100,Q11 A,0,Q11,A
100,Q11 B,0,Q11,B
100,Q11 C,0,Q11,C
100,Q11 D,0,Q11,D
100,Q12 A,0,Q12,A
100,Q13 A,1,Q13,A
101,Q2 A,0,Q2,A
101,Q2 B,1,Q2,B
101,Q2 C,0,Q2,C
101,Q3 A,1,Q3,A
101,Q3 B,0,Q3,B
101,Q3 C,0,Q3,C
101,Q3 D,0,Q3,D
101,Q3 E,0,Q3,E
101,Q4 A,0,Q4,A
101,Q4 B,0,Q4,B
101,Q5 A,0,Q5,A
101,Q5 B,0,Q5,B
101,Q5 C,1,Q5,C
101,Q5 D,0,Q5,D
101,Q6 A,1,Q6,A
101,Q6 B,0,Q6,B
101,Q6 C,0,Q6,C
101,Q7 A,1,Q7,A
101,Q7 B,0,Q7,B
101,Q8 A,0,Q8,A
101,Q8 B,0,Q8,B
101,Q9 A,0,Q9,A
101,Q10 A,1,Q10,A
101,Q10 B,0,Q10,B
101,Q10 C,1,Q10,C
101,Q10 D,0,Q10,D
101,Q11 A,0,Q11,A
101,Q11 B,0,Q11,B
101,Q11 C,0,Q11,C
101,Q11 D,0,Q11,D
101,Q12 A,0,Q12,A
101,Q13 A,0,Q13,A
102,Q2 A,0,Q2,A
102,Q2 B,0,Q2,B
102,Q2 C,1,Q2,C
102,Q3 A,1,Q3,A
102,Q3 B,0,Q3,B
102,Q3 C,0,Q3,C
102,Q3 D,0,Q3,D
102,Q3 E,0,Q3,E
102,Q4 A,0,Q4,A
102,Q4 B,0,Q4,B
102,Q5 A,0,Q5,A
102,Q5 B,0,Q5,B
102,Q5 C,1,Q5,C
102,Q5 D,0,Q5,D
102,Q6 A,0,Q6,A
102,Q6 B,0,Q6,B
102,Q6 C,1,Q6,C
102,Q7 A,1,Q7,A
102,Q7 B,0,Q7,B
102,Q8 A,0,Q8,A
102,Q8 B,1,Q8,B
102,Q9 A,0,Q9,A
102,Q10 A,0,Q10,A
102,Q10 B,0,Q10,B
102,Q10 C,0,Q10,C
102,Q10 D,0,Q10,D
102,Q11 A,0,Q11,A
102,Q11 B,0,Q11,B
102,Q11 C,0,Q11,C
102,Q11 D,0,Q11,D
102,Q12 A,0,Q12,A
102,Q13 A,1,Q13,A
103,Q2 A,0,Q2,A
103,Q2 B,0,Q2,B
103,Q2 C,0,Q2,C
103,Q3 A,0,Q3,A
103,Q3 B,0,Q3,B
103,Q3 C,0,Q3,C
103,Q3 D,0,Q3,D
103,Q3 E,0,Q3,E
103,Q4 A,0,Q4,A
103,Q4 B,0,Q4,B
103,Q5 A,0,Q5,A
103,Q5 B,0,Q5,B
103,Q5 C,0,Q5,C
103,Q5 D,0,Q5,D
103,Q6 A,0,Q6,A
103,Q6 B,0,Q6,B
103,Q6 C,0,Q6,C
103,Q7 A,0,Q7,A
103,Q7 B,0,Q7,B
103,Q8 A,0,Q8,A
103,Q8 B,0,Q8,B
103,Q9 A,0,Q9,A
103,Q10 A,0,Q10,A
103,Q10 B,0,Q10,B
103,Q10 C,0,Q10,C
103,Q10 D,0,Q10,D
103,Q11 A,0,Q11,A
103,Q11 B,0,Q11,B
103,Q11 C,0,Q11,C
103,Q11 D,0,Q11,D
103,Q12 A,0,Q12,A
103,Q13 A,0,Q13,A
104,Q2 A,0,Q2,A
104,Q2 B,0,Q2,B
104,Q2 C,1,Q2,C
104,Q3 A,0,Q3,A
104,Q3 B,1,Q3,B
104,Q3 C,0,Q3,C
104,Q3 D,0,Q3,D
104,Q3 E,0,Q3,E
104,Q4 A,0,Q4,A
104,Q4 B,0,Q4,B
104,Q5 A,0,Q5,A
104,Q5 B,1,Q5,B
104,Q5 C,0,Q5,C
104,Q5 D,0,Q5,D
104,Q6 A,0,Q6,A
104,Q6 B,1,Q6,B
104,Q6 C,0,Q6,C
104,Q7 A,1,Q7,A
104,Q7 B,0,Q7,B
104,Q8 A,0,Q8,A
104,Q8 B,1,Q8,B
104,Q9 A,1,Q9,A
104,Q10 A,0,Q10,A
104,Q10 B,0,Q10,B
104,Q10 C,1,Q10,C
104,Q10 D,0,Q10,D
104,Q11 A,1,Q11,A
104,Q11 B,0,Q11,B
104,Q11 C,0,Q11,C
104,Q11 D,0,Q11,D
104,Q12 A,0,Q12,A
104,Q13 A,1,Q13,A
105,Q2 A,0,Q2,A
105,Q2 B,0,Q2,B
105,Q2 C,0,Q2,C
105,Q3 A,1,Q3,A
105,Q3 B,1,Q3,B
105,Q3 C,1,Q3,C
105,Q3 D,1,Q3,D
105,Q3 E,1,Q3,E
105,Q4 A,1,Q4,A
105,Q4 B,0,Q4,B
105,Q5 A,0,Q5,A
105,Q5 B,1,Q5,B
105,Q5 C,0,Q5,C
105,Q5 D,0,Q5,D
105,Q6 A,1,Q6,A
105,Q6 B,0,Q6,B
105,Q6 C,0,Q6,C
105,Q7 A,0,Q7,A
105,Q7 B,0,Q7,B
105,Q8 A,1,Q8,A
105,Q8 B,0,Q8,B
105,Q9 A,0,Q9,A
105,Q10 A,0,Q10,A
105,Q10 B,1,Q10,B
105,Q10 C,0,Q10,C
105,Q10 D,0,Q10,D
105,Q11 A,0,Q11,A
105,Q11 B,0,Q11,B
105,Q11 C,1,Q11,C
105,Q11 D,0,Q11,D
105,Q12 A,0,Q12,A
105,Q13 A,0,Q13,A
106,Q2 A,0,Q2,A
106,Q2 B,0,Q2,B
106,Q2 C,0,Q2,C
106,Q3 A,1,Q3,A
106,Q3 B,0,Q3,B
106,Q3 C,0,Q3,C
106,Q3 D,0,Q3,D
106,Q3 E,1,Q3,E
106,Q4 A,0,Q4,A
106,Q4 B,0,Q4,B
106,Q5 A,0,Q5,A
106,Q5 B,0,Q5,B
106,Q5 C,1,Q5,C
106,Q5 D,0,Q5,D
106,Q6 A,1,Q6,A
106,Q6 B,0,Q6,B
106,Q6 C,0,Q6,C
106,Q7 A,0,Q7,A
106,Q7 B,0,Q7,B
106,Q8 A,1,Q8,A
106,Q8 B,1,Q8,B
106,Q9 A,0,Q9,A
106,Q10 A,1,Q10,A
106,Q10 B,0,Q10,B
106,Q10 C,1,Q10,C
106,Q10 D,0,Q10,D
106,Q11 A,0,Q11,A
106,Q11 B,0,Q11,B
106,Q11 C,0,Q11,C
106,Q11 D,0,Q11,D
106,Q12 A,1,Q12,A
106,Q13 A,0,Q13,A
107,Q2 A,0,Q2,A
107,Q2 B,0,Q2,B
107,Q2 C,1,Q2,C
107,Q3 A,1,Q3,A
107,Q3 B,0,Q3,B
107,Q3 C,0,Q3,C
107,Q3 D,0,Q3,D
107,Q3 E,0,Q3,E
107,Q4 A,0,Q4,A
107,Q4 B,1,Q4,B
107,Q5 A,0,Q5,A
107,Q5 B,0,Q5,B
107,Q5 C,0,Q5,C
107,Q5 D,0,Q5,D
107,Q6 A,0,Q6,A
107,Q6 B,0,Q6,B
107,Q6 C,1,Q6,C
107,Q7 A,1,Q7,A
107,Q7 B,0,Q7,B
107,Q8 A,0,Q8,A
107,Q8 B,1,Q8,B
107,Q9 A,0,Q9,A
107,Q10 A,0,Q10,A
107,Q10 B,0,Q10,B
107,Q10 C,0,Q10,C
107,Q10 D,0,Q10,D
107,Q11 A,0,Q11,A
107,Q11 B,0,Q11,B
107,Q11 C,0,Q11,C
107,Q11 D,0,Q11,D
107,Q12 A,1,Q12,A
107,Q13 A,1,Q13,A
108,Q2 A,0,Q2,A
108,Q2 B,0,Q2,B
108,Q2 C,1,Q2,C
108,Q3 A,1,Q3,A
108,Q3 B,0,Q3,B
108,Q3 C,0,Q3,C
108,Q3 D,0,Q3,D
108,Q3 E,1,Q3,E
108,Q4 A,0,Q4,A
108,Q4 B,0,Q4,B
108,Q5 A,1,Q5,A
108,Q5 B,0,Q5,B
108,Q5 C,1,Q5,C
108,Q5 D,0,Q5,D
108,Q6 A,1,Q6,A
108,Q6 B,0,Q6,B
108,Q6 C,1,Q6,C
108,Q7 A,1,Q7,A
108,Q7 B,0,Q7,B
108,Q8 A,1,Q8,A
108,Q8 B,1,Q8,B
108,Q9 A,1,Q9,A
108,Q10 A,1,Q10,A
108,Q10 B,0,Q10,B
108,Q10 C,1,Q10,C
108,Q10 D,0,Q10,D
108,Q11 A,0,Q11,A
108,Q11 B,0,Q11,B
108,Q11 C,0,Q11,C
108,Q11 D,0,Q11,D
108,Q12 A,1,Q12,A
108,Q13 A,1,Q13,A
109,Q2 A,0,Q2,A
109,Q2 B,0,Q2,B
109,Q2 C,1,Q2,C
109,Q3 A,0,Q3,A
109,Q3 B,0,Q3,B
109,Q3 C,0,Q3,C
109,Q3 D,0,Q3,D
109,Q3 E,0,Q3,E
109,Q4 A,0,Q4,A
109,Q4 B,0,Q4,B
109,Q5 A,0,Q5,A
109,Q5 B,0,Q5,B
109,Q5 C,0,Q5,C
109,Q5 D,1,Q5,D
109,Q6 A,0,Q6,A
109,Q6 B,0,Q6,B
109,Q6 C,1,Q6,C
109,Q7 A,1,Q7,A
109,Q7 B,0,Q7,B
109,Q8 A,0,Q8,A
109,Q8 B,1,Q8,B
109,Q9 A,0,Q9,A
109,Q10 A,0,Q10,A
109,Q10 B,0,Q10,B
109,Q10 C,0,Q10,C
109,Q10 D,0,Q10,D
109,Q11 A,0,Q11,A
109,Q11 B,0,Q11,B
109,Q11 C,0,Q11,C
109,Q11 D,0,Q11,D
109,Q12 A,0,Q12,A
109,Q13 A,0,Q13,A
110,Q2 A,0,Q2,A
110,Q2 B,0,Q2,B
110,Q2 C,1,Q2,C
110,Q3 A,1,Q3,A
110,Q3 B,0,Q3,B
110,Q3 C,0,Q3,C
110,Q3 D,1,Q3,D
110,Q3 E,1,Q3,E
