subj,graphid,tp,q,pt
28,Q3 C,0,Q3,C
28,Q3 D,1,Q3,D
28,Q3 E,0,Q3,E
28,Q4 A,0,Q4,A
28,Q4 B,1,Q4,B
28,Q5 A,0,Q5,A
28,Q5 B,0,Q5,B
28,Q5 C,1,Q5,C
28,Q5 D,1,Q5,D
28,Q6 A,0,Q6,A
28,Q6 B,0,Q6,B
28,Q6 C,1,Q6,C
28,Q7 A,1,Q7,A
28,Q7 B,0,Q7,B
28,Q8 A,0,Q8,A
28,Q8 B,1,Q8,B
28,Q9 A,0,Q9,A
28,Q10 A,1,Q10,A
28,Q10 B,1,Q10,B
28,Q10 C,1,Q10,C
28,Q10 D,1,Q10,D
28,Q11 A,0,Q11,A
28,Q11 B,0,Q11,B
28,Q11 C,0,Q11,C
28,Q11 D,1,Q11,D
28,Q12 A,1,Q12,A
28,Q13 A,1,Q13,A
29,Q2 A,1,Q2,A
29,Q2 B,1,Q2,B
29,Q2 C,0,Q2,C
29,Q3 A,1,Q3,A
29,Q3 B,1,Q3,B
29,Q3 C,1,Q3,C
29,Q3 D,1,Q3,D
29,Q3 E,1,Q3,E
29,Q4 A,1,Q4,A
29,Q4 B,1,Q4,B
29,Q5 A,0,Q5,A
29,Q5 B,1,Q5,B
29,Q5 C,1,Q5,C
29,Q5 D,1,Q5,D
29,Q6 A,1,Q6,A
29,Q6 B,1,Q6,B
29,Q6 C,0,Q6,C
29,Q7 A,1,Q7,A
29,Q7 B,0,Q7,B
29,Q8 A,1,Q8,A
29,Q8 B,0,Q8,B
29,Q9 A,0,Q9,A
29,Q10 A,1,Q10,A
29,Q10 B,1,Q10,B
29,Q10 C,1,Q10,C
29,Q10 D,1,Q10,D
29,Q11 A,1,Q11,A
29,Q11 B,0,Q11,B
29,Q11 C,1,Q11,C
29,Q11 D,1,Q11,D
29,Q12 A,0,Q12,A
29,Q13 A,1,Q13,A
30,Q2 A,0,Q2,A
30,Q2 B,1,Q2,B
30,Q2 C,0,Q2,C
30,Q3 A,1,Q3,A
30,Q3 B,0,Q3,B
30,Q3 C,0,Q3,C
30,Q3 D,0,Q3,D
30,Q3 E,0,Q3,E
30,Q4 A,0,Q4,A
30,Q4 B,1,Q4,B
30,Q5 A,0,Q5,A
30,Q5 B,0,Q5,B
30,Q5 C,1,Q5,C
30,Q5 D,0,Q5,D
30,Q6 A,0,Q6,A
30,Q6 B,1,Q6,B
30,Q6 C,0,Q6,C
30,Q7 A,0,Q7,A
30,Q7 B,0,Q7,B
30,Q8 A,0,Q8,A
30,Q8 B,0,Q8,B
30,Q9 A,0,Q9,A
30,Q10 A,0,Q10,A
30,Q10 B,0,Q10,B
30,Q10 C,0,Q10,C
30,Q10 D,0,Q10,D
30,Q11 A,0,Q11,A
30,Q11 B,0,Q11,B
30,Q11 C,0,Q11,C
30,Q11 D,0,Q11,D
30,Q12 A,1,Q12,A
30,Q13 A,1,Q13,A
31,Q2 A,1,Q2,A
31,Q2 B,1,Q2,B
31,Q2 C,0,Q2,C
31,Q3 A,1,Q3,A
31,Q3 B,1,Q3,B
31,Q3 C,1,Q3,C
31,Q3 D,1,Q3,D
31,Q3 E,1,Q3,E
31,Q4 A,1,Q4,A
31,Q4 B,1,Q4,B
31,Q5 A,0,Q5,A
31,Q5 B,1,Q5,B
31,Q5 C,1,Q5,C
31,Q5 D,1,Q5,D
31,Q6 A,0,Q6,A
31,Q6 B,1,Q6,B
31,Q6 C,0,Q6,C
31,Q7 A,1,Q7,A
31,Q7 B,0,Q7,B
31,Q8 A,1,Q8,A
31,Q8 B,0,Q8,B
31,Q9 A,1,Q9,A
31,Q10 A,0,Q10,A
31,Q10 B,1,Q10,B
31,Q10 C,1,Q10,C
31,Q10 D,1,Q10,D
31,Q11 A,1,Q11,A
31,Q11 B,1,Q11,B
31,Q11 C,1,Q11,C
31,Q11 D,1,Q11,D
31,Q12 A,0,Q12,A
31,Q13 A,1,Q13,A
32,Q2 A,0,Q2,A
32,Q2 B,1,Q2,B
32,Q2 C,0,Q2,C
32,Q3 A,0,Q3,A
32,Q3 B,1,Q3,B
32,Q3 C,1,Q3,C
32,Q3 D,0,Q3,D
32,Q3 E,0,Q3,E
32,Q4 A,0,Q4,A
32,Q4 B,1,Q4,B
32,Q5 A,1,Q5,A
32,Q5 B,1,Q5,B
32,Q5 C,0,Q5,C
32,Q5 D,0,Q5,D
32,Q6 A,0,Q6,A
32,Q6 B,1,Q6,B
32,Q6 C,0,Q6,C
32,Q7 A,0,Q7,A
32,Q7 B,0,Q7,B
32,Q8 A,0,Q8,A
32,Q8 B,0,Q8,B
32,Q9 A,0,Q9,A
32,Q10 A,0,Q10,A
32,Q10 B,1,Q10,B
32,Q10 C,0,Q10,C
32,Q10 D,0,Q10,D
32,Q11 A,0,Q11,A
32,Q11 B,0,Q11,B
32,Q11 C,1,Q11,C
32,Q11 D,1,Q11,D
32,Q12 A,1,Q12,A
32,Q13 A,0,Q13,A
33,Q2 A,0,Q2,A
33,Q2 B,1,Q2,B
33,Q2 C,0,Q2,C
33,Q3 A,1,Q3,A
33,Q3 B,0,Q3,B
33,Q3 C,0,Q3,C
33,Q3 D,0,Q3,D
33,Q3 E,1,Q3,E
33,Q4 A,0,Q4,A
33,Q4 B,0,Q4,B
33,Q5 A,1,Q5,A
33,Q5 B,0,Q5,B
33,Q5 C,1,Q5,C
33,Q5 D,0,Q5,D
33,Q6 A,1,Q6,A
33,Q6 B,0,Q6,B
33,Q6 C,0,Q6,C
33,Q7 A,1,Q7,A
33,Q7 B,0,Q7,B
33,Q8 A,1,Q8,A
33,Q8 B,0,Q8,B
33,Q9 A,1,Q9,A
33,Q10 A,1,Q10,A
33,Q10 B,0,Q10,B
33,Q10 C,1,Q10,C
33,Q10 D,0,Q10,D
33,Q11 A,0,Q11,A
33,Q11 B,0,Q11,B
33,Q11 C,0,Q11,C
33,Q11 D,0,Q11,D
33,Q12 A,0,Q12,A
33,Q13 A,1,Q13,A
34,Q2 A,1,Q2,A
34,Q2 B,1,Q2,B
34,Q2 C,1,Q2,C
34,Q3 A,1,Q3,A
34,Q3 B,1,Q3,B
34,Q3 C,1,Q3,C
34,Q3 D,1,Q3,D
34,Q3 E,1,Q3,E
34,Q4 A,1,Q4,A
34,Q4 B,1,Q4,B
34,Q5 A,1,Q5,A
34,Q5 B,1,Q5,B
34,Q5 C,1,Q5,C
34,Q5 D,1,Q5,D
34,Q6 A,1,Q6,A
34,Q6 B,1,Q6,B
34,Q6 C,1,Q6,C
34,Q7 A,1,Q7,A
34,Q7 B,1,Q7,B
34,Q8 A,1,Q8,A
34,Q8 B,1,Q8,B
34,Q9 A,0,Q9,A
34,Q10 A,1,Q10,A
34,Q10 B,1,Q10,B
34,Q10 C,1,Q10,C
34,Q10 D,1,Q10,D
34,Q11 A,1,Q11,A
34,Q11 B,0,Q11,B
34,Q11 C,1,Q11,C
34,Q11 D,1,Q11,D
34,Q12 A,1,Q12,A
34,Q13 A,0,Q13,A
35,Q2 A,0,Q2,A
35,Q2 B,0,Q2,B
35,Q2 C,0,Q2,C
35,Q3 A,0,Q3,A
35,Q3 B,1,Q3,B
35,Q3 C,1,Q3,C
35,Q3 D,1,Q3,D
35,Q3 E,1,Q3,E
35,Q4 A,1,Q4,A
35,Q4 B,0,Q4,B
35,Q5 A,0,Q5,A
35,Q5 B,1,Q5,B
35,Q5 C,0,Q5,C
35,Q5 D,1,Q5,D
35,Q6 A,0,Q6,A
35,Q6 B,1,Q6,B
35,Q6 C,0,Q6,C
35,Q7 A,0,Q7,A
35,Q7 B,0,Q7,B
35,Q8 A,0,Q8,A
35,Q8 B,0,Q8,B
35,Q9 A,0,Q9,A
35,Q10 A,0,Q10,A
35,Q10 B,1,Q10,B
35,Q10 C,0,Q10,C
35,Q10 D,1,Q10,D
35,Q11 A,1,Q11,A
35,Q11 B,1,Q11,B
35,Q11 C,1,Q11,C
35,Q11 D,1,Q11,D
35,Q12 A,0,Q12,A
35,Q13 A,0,Q13,A
36,Q2 A,0,Q2,A
36,Q2 B,1,Q2,B
36,Q2 C,0,Q2,C
36,Q3 A,1,Q3,A
36,Q3 B,0,Q3,B
36,Q3 C,0,Q3,C
36,Q3 D,0,Q3,D
36,Q3 E,1,Q3,E
36,Q4 A,0,Q4,A
36,Q4 B,0,Q4,B
36,Q5 A,1,Q5,A
36,Q5 B,0,Q5,B
36,Q5 C,1,Q5,C
36,Q5 D,0,Q5,D
36,Q6 A,1,Q6,A
36,Q6 B,0,Q6,B
36,Q6 C,0,Q6,C
36,Q7 A,1,Q7,A
36,Q7 B,0,Q7,B
36,Q8 A,1,Q8,A
36,Q8 B,1,Q8,B
36,Q9 A,1,Q9,A
36,Q10 A,1,Q10,A
36,Q10 B,0,Q10,B
36,Q10 C,1,Q10,C
36,Q10 D,0,Q10,D
36,Q11 A,0,Q11,A
36,Q11 B,0,Q11,B
36,Q11 C,0,Q11,C
36,Q11 D,0,Q11,D
36,Q12 A,1,Q12,A
36,Q13 A,1,Q13,A
37,Q2 A,1,Q2,A
37,Q2 B,1,Q2,B
37,Q2 C,1,Q2,C
37,Q3 A,1,Q3,A
37,Q3 B,1,Q3,B
37,Q3 C,1,Q3,C
37,Q3 D,1,Q3,D
37,Q3 E,1,Q3,E
37,Q4 A,1,Q4,A
37,Q4 B,1,Q4,B
37,Q5 A,0,Q5,A
37,Q5 B,1,Q5,B
37,Q5 C,1,Q5,C
37,Q5 D,1,Q5,D
37,Q6 A,1,Q6,A
37,Q6 B,1,Q6,B
37,Q6 C,0,Q6,C
37,Q7 A,1,Q7,A
37,Q7 B,0,Q7,B
37,Q8 A,1,Q8,A
37,Q8 B,0,Q8,B
37,Q9 A,0,Q9,A
37,Q10 A,1,Q10,A
37,Q10 B,1,Q10,B
37,Q10 C,1,Q10,C
37,Q10 D,1,Q10,D
37,Q11 A,1,Q11,A
37,Q11 B,0,Q11,B
37,Q11 C,1,Q11,C
37,Q11 D,1,Q11,D
37,Q12 A,0,Q12,A
37,Q13 A,0,Q13,A
38,Q2 A,1,Q2,A
38,Q2 B,1,Q2,B
38,Q2 C,1,Q2,C
38,Q3 A,1,Q3,A
38,Q3 B,1,Q3,B
38,Q3 C,1,Q3,C
38,Q3 D,1,Q3,D
38,Q3 E,1,Q3,E
38,Q4 A,1,Q4,A
38,Q4 B,1,Q4,B
38,Q5 A,1,Q5,A
38,Q5 B,1,Q5,B
38,Q5 C,1,Q5,C
38,Q5 D,1,Q5,D
38,Q6 A,1,Q6,A
38,Q6 B,1,Q6,B
38,Q6 C,1,Q6,C
38,Q7 A,1,Q7,A
38,Q7 B,1,Q7,B
38,Q8 A,1,Q8,A
38,Q8 B,1,Q8,B
38,Q9 A,1,Q9,A
38,Q10 A,1,Q10,A
38,Q10 B,1,Q10,B
38,Q10 C,1,Q10,C
38,Q10 D,1,Q10,D
38,Q11 A,1,Q11,A
38,Q11 B,1,Q11,B
38,Q11 C,1,Q11,C
38,Q11 D,1,Q11,D
38,Q12 A,1,Q12,A
38,Q13 A,1,Q13,A
39,Q2 A,0,Q2,A
39,Q2 B,0,Q2,B
39,Q2 C,1,Q2,C
39,Q3 A,1,Q3,A
39,Q3 B,0,Q3,B
39,Q3 C,1,Q3,C
39,Q3 D,1,Q3,D
39,Q3 E,1,Q3,E
39,Q4 A,1,Q4,A
39,Q4 B,1,Q4,B
39,Q5 A,0,Q5,A
39,Q5 B,1,Q5,B
39,Q5 C,1,Q5,C
39,Q5 D,1,Q5,D
39,Q6 A,1,Q6,A
39,Q6 B,1,Q6,B
39,Q6 C,1,Q6,C
39,Q7 A,1,Q7,A
39,Q7 B,0,Q7,B
39,Q8 A,1,Q8,A
39,Q8 B,1,Q8,B
39,Q9 A,1,Q9,A
39,Q10 A,0,Q10,A
39,Q10 B,1,Q10,B
39,Q10 C,1,Q10,C
39,Q10 D,0,Q10,D
39,Q11 A,1,Q11,A
39,Q11 B,0,Q11,B
39,Q11 C,1,Q11,C
39,Q11 D,1,Q11,D
39,Q12 A,1,Q12,A
39,Q13 A,1,Q13,A
40,Q2 A,1,Q2,A
40,Q2 B,1,Q2,B
40,Q2 C,1,Q2,C
40,Q3 A,1,Q3,A
40,Q3 B,1,Q3,B
40,Q3 C,1,Q3,C
40,Q3 D,1,Q3,D
40,Q3 E,1,Q3,E
40,Q4 A,1,Q4,A
40,Q4 B,1,Q4,B
40,Q5 A,1,Q5,A
40,Q5 B,1,Q5,B
40,Q5 C,1,Q5,C
40,Q5 D,1,Q5,D
40,Q6 A,1,Q6,A
40,Q6 B,1,Q6,B
40,Q6 C,1,Q6,C
40,Q7 A,1,Q7,A
40,Q7 B,1,Q7,B
40,Q8 A,1,Q8,A
40,Q8 B,1,Q8,B
40,Q9 A,1,Q9,A
40,Q10 A,1,Q10,A
40,Q10 B,1,Q10,B
40,Q10 C,1,Q10,C
40,Q10 D,1,Q10,D
40,Q11 A,1,Q11,A
40,Q11 B,1,Q11,B
40,Q11 C,1,Q11,C
40,Q11 D,1,Q11,D
40,Q12 A,0,Q12,A
40,Q13 A,1,Q13,A
41,Q2 A,1,Q2,A
41,Q2 B,1,Q2,B
41,Q2 C,1,Q2,C
41,Q3 A,1,Q3,A
41,Q3 B,1,Q3,B
41,Q3 C,1,Q3,C
41,Q3 D,1,Q3,D
41,Q3 E,1,Q3,E
41,Q4 A,1,Q4,A
41,Q4 B,1,Q4,B
41,Q5 A,0,Q5,A
41,Q5 B,1,Q5,B
41,Q5 C,1,Q5,C
41,Q5 D,1,Q5,D
41,Q6 A,0,Q6,A
41,Q6 B,0,Q6,B
41,Q6 C,1,Q6,C
41,Q7 A,1,Q7,A
41,Q7 B,0,Q7,B
41,Q8 A,0,Q8,A
41,Q8 B,1,Q8,B
41,Q9 A,1,Q9,A
41,Q10 A,1,Q10,A
41,Q10 B,1,Q10,B
41,Q10 C,1,Q10,C
41,Q10 D,1,Q10,D
41,Q11 A,1,Q11,A
41,Q11 B,1,Q11,B
41,Q11 C,1,Q11,C
41,Q11 D,1,Q11,D
41,Q12 A,1,Q12,A
41,Q13 A,1,Q13,A
42,Q2 A,1,Q2,A
42,Q2 B,1,Q2,B
42,Q2 C,0,Q2,C
42,Q3 A,1,Q3,A
42,Q3 B,1,Q3,B
42,Q3 C,1,Q3,C
42,Q3 D,1,Q3,D
42,Q3 E,1,Q3,E
42,Q4 A,1,Q4,A
42,Q4 B,1,Q4,B
42,Q5 A,1,Q5,A
42,Q5 B,1,Q5,B
42,Q5 C,1,Q5,C
42,Q5 D,1,Q5,D
42,Q6 A,1,Q6,A
42,Q6 B,1,Q6,B
42,Q6 C,1,Q6,C
42,Q7 A,1,Q7,A
42,Q7 B,1,Q7,B
42,Q8 A,1,Q8,A
42,Q8 B,1,Q8,B
42,Q9 A,1,Q9,A
42,Q10 A,1,Q10,A
42,Q10 B,1,Q10,B
42,Q10 C,1,Q10,C
42,Q10 D,1,Q10,D
42,Q11 A,1,Q11,A
42,Q11 B,1,Q11,B
42,Q11 C,1,Q11,C
42,Q11 D,1,Q11,D
42,Q12 A,0,Q12,A
42,Q13 A,1,Q13,A
43,Q2 A,0,Q2,A
43,Q2 B,0,Q2,B
43,Q2 C,1,Q2,C
43,Q3 A,1,Q3,A
43,Q3 B,0,Q3,B
43,Q3 C,0,Q3,C
43,Q3 D,0,Q3,D
43,Q3 E,0,Q3,E
43,Q4 A,0,Q4,A
43,Q4 B,0,Q4,B
43,Q5 A,0,Q5,A
43,Q5 B,0,Q5,B
43,Q5 C,1,Q5,C
43,Q5 D,0,Q5,D
43,Q6 A,0,Q6,A
43,Q6 B,0,Q6,B
43,Q6 C,1,Q6,C
43,Q7 A,1,Q7,A
43,Q7 B,0,Q7,B
43,Q8 A,0,Q8,A
43,Q8 B,1,Q8,B
43,Q9 A,1,Q9,A
43,Q10 A,1,Q10,A
43,Q10 B,0,Q10,B
43,Q10 C,0,Q10,C
43,Q10 D,0,Q10,D
43,Q11 A,0,Q11,A
43,Q11 B,0,Q11,B
43,Q11 C,0,Q11,C
43,Q11 D,0,Q11,D
43,Q12 A,1,Q12,A
43,Q13 A,1,Q13,A
44,Q2 A,0,Q2,A
44,Q2 B,1,Q2,B
44,Q2 C,0,Q2,C
44,Q3 A,1,Q3,A
44,Q3 B,1,Q3,B
44,Q3 C,1,Q3,C
44,Q3 D,1,Q3,D
44,Q3 E,1,Q3,E
44,Q4 A,1,Q4,A
44,Q4 B,1,Q4,B
44,Q5 A,0,Q5,A
44,Q5 B,0,Q5,B
44,Q5 C,0,Q5,C
44,Q5 D,0,Q5,D
44,Q6 A,0,Q6,A
44,Q6 B,0,Q6,B
44,Q6 C,1,Q6,C
44,Q7 A,0,Q7,A
44,Q7 B,1,Q7,B
44,Q8 A,0,Q8,A
44,Q8 B,1,Q8,B
44,Q9 A,0,Q9,A
44,Q10 A,0,Q10,A
44,Q10 B,0,Q10,B
44,Q10 C,1,Q10,C
44,Q10 D,0,Q10,D
44,Q11 A,0,Q11,A
44,Q11 B,0,Q11,B
44,Q11 C,1,Q11,C
44,Q11 D,0,Q11,D
44,Q12 A,0,Q12,A
44,Q13 A,1,Q13,A
45,Q2 A,1,Q2,A
45,Q2 B,1,Q2,B
45,Q2 C,0,Q2,C
45,Q3 A,1,Q3,A
45,Q3 B,0,Q3,B
45,Q3 C,0,Q3,C
45,Q3 D,0,Q3,D
45,Q3 E,1,Q3,E
45,Q4 A,0,Q4,A
45,Q4 B,0,Q4,B
45,Q5 A,1,Q5,A
45,Q5 B,0,Q5,B
45,Q5 C,1,Q5,C
45,Q5 D,0,Q5,D
45,Q6 A,1,Q6,A
45,Q6 B,0,Q6,B
45,Q6 C,0,Q6,C
45,Q7 A,1,Q7,A
45,Q7 B,0,Q7,B
45,Q8 A,1,Q8,A
45,Q8 B,0,Q8,B
45,Q9 A,1,Q9,A
45,Q10 A,1,Q10,A
45,Q10 B,0,Q10,B
45,Q10 C,1,Q10,C
45,Q10 D,0,Q10,D
45,Q11 A,0,Q11,A
45,Q11 B,0,Q11,B
45,Q11 C,0,Q11,C
45,Q11 D,0,Q11,D
45,Q12 A,0,Q12,A
45,Q13 A,1,Q13,A
46,Q2 A,0,Q2,A
46,Q2 B,0,Q2,B
46,Q2 C,1,Q2,C
46,Q3 A,1,Q3,A
46,Q3 B,0,Q3,B
46,Q3 C,0,Q3,C
46,Q3 D,0,Q3,D
46,Q3 E,0,Q3,E
46,Q4 A,0,Q4,A
46,Q4 B,0,Q4,B
46,Q5 A,0,Q5,A
46,Q5 B,0,Q5,B
46,Q5 C,1,Q5,C
46,Q5 D,0,Q5,D
46,Q6 A,0,Q6,A
46,Q6 B,0,Q6,B
46,Q6 C,1,Q6,C
46,Q7 A,1,Q7,A
46,Q7 B,0,Q7,B
46,Q8 A,0,Q8,A
46,Q8 B,1,Q8,B
46,Q9 A,1,Q9,A
46,Q10 A,1,Q10,A
46,Q10 B,0,Q10,B
46,Q10 C,0,Q10,C
46,Q10 D,0,Q10,D
46,Q11 A,0,Q11,A
46,Q11 B,0,Q11,B
46,Q11 C,0,Q11,C
46,Q11 D,0,Q11,D
46,Q12 A,1,Q12,A
46,Q13 A,1,Q13,A
47,Q2 A,0,Q2,A
47,Q2 B,0,Q2,B
47,Q2 C,1,Q2,C
47,Q3 A,1,Q3,A
47,Q3 B,0,Q3,B
47,Q3 C,0,Q3,C
47,Q3 D,1,Q3,D
47,Q3 E,0,Q3,E
47,Q4 A,0,Q4,A
47,Q4 B,1,Q4,B
47,Q5 A,0,Q5,A
47,Q5 B,1,Q5,B
47,Q5 C,1,Q5,C
47,Q5 D,0,Q5,D
47,Q6 A,0,Q6,A
47,Q6 B,0,Q6,B
47,Q6 C,1,Q6,C
47,Q7 A,1,Q7,A
47,Q7 B,1,Q7,B
47,Q8 A,0,Q8,A
47,Q8 B,1,Q8,B
47,Q9 A,0,Q9,A
47,Q10 A,0,Q10,A
47,Q10 B,0,Q10,B
47,Q10 C,0,Q10,C
47,Q10 D,0,Q10,D
47,Q11 A,0,Q11,A
47,Q11 B,0,Q11,B
47,Q11 C,0,Q11,C
47,Q11 D,0,Q11,D
47,Q12 A,1,Q12,A
47,Q13 A,0,Q13,A
48,Q2 A,1,Q2,A
48,Q2 B,1,Q2,B
48,Q2 C,0,Q2,C
48,Q3 A,1,Q3,A
48,Q3 B,1,Q3,B
48,Q3 C,1,Q3,C
48,Q3 D,1,Q3,D
48,Q3 E,1,Q3,E
48,Q4 A,1,Q4,A
48,Q4 B,1,Q4,B
48,Q5 A,1,Q5,A
48,Q5 B,1,Q5,B
48,Q5 C,1,Q5,C
48,Q5 D,1,Q5,D
48,Q6 A,1,Q6,A
48,Q6 B,1,Q6,B
48,Q6 C,0,Q6,C
48,Q7 A,1,Q7,A
48,Q7 B,1,Q7,B
48,Q8 A,1,Q8,A
48,Q8 B,1,Q8,B
48,Q9 A,1,Q9,A
48,Q10 A,1,Q10,A
48,Q10 B,1,Q10,B
48,Q10 C,1,Q10,C
48,Q10 D,1,Q10,D
48,Q11 A,1,Q11,A
48,Q11 B,1,Q11,B
48,Q11 C,1,Q11,C
48,Q11 D,1,Q11,D
48,Q12 A,1,Q12,A
48,Q13 A,1,Q13,A
49,Q2 A,0,Q2,A
49,Q2 B,1,Q2,B
49,Q2 C,1,Q2,C
49,Q3 A,1,Q3,A
49,Q3 B,0,Q3,B
49,Q3 C,0,Q3,C
49,Q3 D,0,Q3,D
49,Q3 E,1,Q3,E
49,Q4 A,0,Q4,A
49,Q4 B,0,Q4,B
49,Q5 A,0,Q5,A
49,Q5 B,0,Q5,B
49,Q5 C,1,Q5,C
49,Q5 D,0,Q5,D
49,Q6 A,0,Q6,A
49,Q6 B,0,Q6,B
49,Q6 C,0,Q6,C
49,Q7 A,1,Q7,A
49,Q7 B,0,Q7,B
49,Q8 A,1,Q8,A
49,Q8 B,0,Q8,B
49,Q9 A,1,Q9,A
49,Q10 A,0,Q10,A
49,Q10 B,0,Q10,B
49,Q10 C,0,Q10,C
49,Q10 D,0,Q10,D
49,Q11 A,0,Q11,A
49,Q11 B,0,Q11,B
49,Q11 C,0,Q11,C
49,Q11 D,0,Q11,D
49,Q12 A,1,Q12,A
49,Q13 A,1,Q13,A
50,Q2 A,1,Q2,A
50,Q2 B,1,Q2,B
50,Q2 C,1,Q2,C
50,Q3 A,1,Q3,A
50,Q3 B,0,Q3,B
50,Q3 C,0,Q3,C
50,Q3 D,0,Q3,D
50,Q3 E,1,Q3,E
50,Q4 A,0,Q4,A
50,Q4 B,0,Q4,B
50,Q5 A,1,Q5,A
50,Q5 B,0,Q5,B
50,Q5 C,1,Q5,C
50,Q5 D,0,Q5,D
50,Q6 A,1,Q6,A
50,Q6 B,0,Q6,B
50,Q6 C,1,Q6,C
50,Q7 A,1,Q7,A
50,Q7 B,0,Q7,B
50,Q8 A,1,Q8,A
50,Q8 B,1,Q8,B
50,Q9 A,1,Q9,A
50,Q10 A,1,Q10,A
50,Q10 B,0,Q10,B
50,Q10 C,1,Q10,C
50,Q10 D,0,Q10,D
50,Q11 A,0,Q11,A
50,Q11 B,0,Q11,B
50,Q11 C,0,Q11,C
50,Q11 D,0,Q11,D
50,Q12 A,1,Q12,A
50,Q13 A,1,Q13,A
51,Q2 A,0,Q2,A
51,Q2 B,0,Q2,B
51,Q2 C,1,Q2,C
51,Q3 A,1,Q3,A
51,Q3 B,0,Q3,B
51,Q3 C,0,Q3,C
51,Q3 D,1,Q3,D
51,Q3 E,0,Q3,E
51,Q4 A,1,Q4,A
51,Q4 B,1,Q4,B
51,Q5 A,0,Q5,A
51,Q5 B,0,Q5,B
51,Q5 C,1,Q5,C
51,Q5 D,1,Q5,D
51,Q6 A,0,Q6,A
51,Q6 B,0,Q6,B
51,Q6 C,1,Q6,C
51,Q7 A,0,Q7,A
51,Q7 B,0,Q7,B
51,Q8 A,0,Q8,A
51,Q8 B,0,Q8,B
51,Q9 A,1,Q9,A
51,Q10 A,1,Q10,A
51,Q10 B,0,Q10,B
51,Q10 C,0,Q10,C
51,Q10 D,1,Q10,D
51,Q11 A,0,Q11,A
51,Q11 B,0,Q11,B
51,Q11 C,0,Q11,C
51,Q11 D,1,Q11,D
51,Q12 A,1,Q12,A
51,Q13 A,1,Q13,A
52,Q2 A,1,Q2,A
52,Q2 B,1,Q2,B
52,Q2 C,0,Q2,C
52,Q3 A,1,Q3,A
52,Q3 B,0,Q3,B
52,Q3 C,0,Q3,C
52,Q3 D,0,Q3,D
52,Q3 E,1,Q3,E
52,Q4 A,0,Q4,A
52,Q4 B,0,Q4,B
52,Q5 A,1,Q5,A
52,Q5 B,0,Q5,B
52,Q5 C,1,Q5,C
52,Q5 D,0,Q5,D
52,Q6 A,1,Q6,A
52,Q6 B,0,Q6,B
52,Q6 C,0,Q6,C
52,Q7 A,1,Q7,A
52,Q7 B,0,Q7,B
52,Q8 A,1,Q8,A
52,Q8 B,1,Q8,B
52,Q9 A,1,Q9,A
52,Q10 A,1,Q10,A
52,Q10 B,0,Q10,B
52,Q10 C,1,Q10,C
52,Q10 D,0,Q10,D
52,Q11 A,0,Q11,A
52,Q11 B,0,Q11,B
52,Q11 C,0,Q11,C
52,Q11 D,0,Q11,D
52,Q12 A,1,Q12,A
52,Q13 A,1,Q13,A
53,Q2 A,0,Q2,A
53,Q2 B,0,Q2,B
53,Q2 C,0,Q2,C
53,Q3 A,1,Q3,A
53,Q3 B,1,Q3,B
53,Q3 C,1,Q3,C
53,Q3 D,1,Q3,D
53,Q3 E,1,Q3,E
53,Q4 A,1,Q4,A
53,Q4 B,1,Q4,B
53,Q5 A,0,Q5,A
53,Q5 B,0,Q5,B
53,Q5 C,1,Q5,C
53,Q5 D,0,Q5,D
53,Q6 A,0,Q6,A
53,Q6 B,0,Q6,B
53,Q6 C,0,Q6,C
53,Q7 A,1,Q7,A
53,Q7 B,0,Q7,B
53,Q8 A,0,Q8,A
53,Q8 B,0,Q8,B
53,Q9 A,1,Q9,A
53,Q10 A,0,Q10,A
53,Q10 B,0,Q10,B
53,Q10 C,0,Q10,C
53,Q10 D,0,Q10,D
53,Q11 A,0,Q11,A
53,Q11 B,0,Q11,B
53,Q11 C,0,Q11,C
53,Q11 D,0,Q11,D
53,Q12 A,0,Q12,A
53,Q13 A,1,Q13,A
54,Q2 A,0,Q2,A
54,Q2 B,0,Q2,B
54,Q2 C,1,Q2,C
54,Q3 A,1,Q3,A
54,Q3 B,0,Q3,B
54,Q3 C,0,Q3,C
54,Q3 D,0,Q3,D
54,Q3 E,1,Q3,E
54,Q4 A,0,Q4,A
54,Q4 B,0,Q4,B
54,Q5 A,1,Q5,A
54,Q5 B,0,Q5,B
54,Q5 C,1,Q5,C
54,Q5 D,0,Q5,D
54,Q6 A,1,Q6,A
54,Q6 B,0,Q6,B
54,Q6 C,0,Q6,C
54,Q7 A,1,Q7,A
54,Q7 B,0,Q7,B
54,Q8 A,1,Q8,A
54,Q8 B,0,Q8,B
54,Q9 A,1,Q9,A
54,Q10 A,1,Q10,A
54,Q10 B,0,Q10,B
54,Q10 C,1,Q10,C
54,Q10 D,0,Q10,D
54,Q11 A,0,Q11,A
54,Q11 B,0,Q11,B
54,Q11 C,0,Q11,C
54,Q11 D,0,Q11,D
54,Q12 A,0,Q12,A
54,Q13 A,1,Q13,A
55,Q2 A,0,Q2,A
55,Q2 B,1,Q2,B
55,Q2 C,1,Q2,C
55,Q3 A,1,Q3,A
55,Q3 B,0,Q3,B
55,Q3 C,1,Q3,C
55,Q3 D,1,Q3,D
55,Q3 E,1,Q3,E
55,Q4 A,1,Q4,A
55,Q4 B,1,Q4,B
55,Q5 A,0,Q5,A
55,Q5 B,1,Q5,B
55,Q5 C,1,Q5,C
55,Q5 D,1,Q5,D
55,Q6 A,1,Q6,A
