subj,graphid,tp,q,pt,risingBefore,cannotSeeAfter,downOverall,bellOverall,complexOverall,uniBrown,expExec,tpChange,tpRate,tpDir,tpNoReturn,tellMgr,impChange,impRise,impFall,impPeriodic,numOtherTP,liwcPosemo,liwcNegemo,liwcCause,liwcFocusPre,liwcFocusFut,liwcRelativ,liwcTime
105,Q3 B,1,Q3,B,0,0,1,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q3 C,1,Q3,C,0,0,1,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q3 D,1,Q3,D,0,0,1,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q3 E,1,Q3,E,1,0,1,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q4 A,1,Q4,A,0,0,1,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q4 B,0,Q4,B,0,0,1,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q5 A,0,Q5,A,1,0,1,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q5 B,1,Q5,B,0,0,1,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q5 C,0,Q5,C,1,0,1,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q5 D,0,Q5,D,0,0,1,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q6 A,1,Q6,A,1,0,0,0,,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q6 B,0,Q6,B,0,0,0,0,,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q6 C,0,Q6,C,1,1,0,0,,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q7 A,0,Q7,A,1,0,1,0,0,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q7 B,0,Q7,B,0,1,1,0,0,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q8 A,1,Q8,A,1,0,0,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q8 B,0,Q8,B,1,1,0,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q9 A,0,Q9,A,1,0,0,1,0,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q10 A,0,Q10,A,1,0,1,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q10 B,1,Q10,B,0,0,1,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q10 C,0,Q10,C,1,0,1,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q10 D,0,Q10,D,0,0,1,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q11 A,0,Q11,A,0,0,1,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q11 B,0,Q11,B,0,0,1,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q11 C,1,Q11,C,0,0,1,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q11 D,0,Q11,D,0,0,1,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q12 A,0,Q12,A,1,1,0,0,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
105,Q13 A,0,Q13,A,1,0,0,1,1,0,0,1,0,0,0,0,33,,29,44,3,0,0,0,0,0,40,0
106,Q2 A,0,Q2,A,1,0,0,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q2 B,0,Q2,B,1,0,0,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q2 C,0,Q2,C,1,1,0,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q3 A,1,Q3,A,1,0,1,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q3 B,0,Q3,B,0,0,1,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q3 C,0,Q3,C,0,0,1,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q3 D,0,Q3,D,0,0,1,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q3 E,1,Q3,E,1,0,1,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q4 A,0,Q4,A,0,0,1,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q4 B,0,Q4,B,0,0,1,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q5 A,0,Q5,A,1,0,1,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q5 B,0,Q5,B,0,0,1,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q5 C,1,Q5,C,1,0,1,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q5 D,0,Q5,D,0,0,1,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q6 A,1,Q6,A,1,0,0,0,,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q6 B,0,Q6,B,0,0,0,0,,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q6 C,0,Q6,C,1,1,0,0,,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q7 A,0,Q7,A,1,0,1,0,0,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q7 B,0,Q7,B,0,1,1,0,0,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q8 A,1,Q8,A,1,0,0,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q8 B,1,Q8,B,1,1,0,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q9 A,0,Q9,A,1,0,0,1,0,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q10 A,1,Q10,A,1,0,1,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q10 B,0,Q10,B,0,0,1,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q10 C,1,Q10,C,1,0,1,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q10 D,0,Q10,D,0,0,1,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q11 A,0,Q11,A,0,0,1,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q11 B,0,Q11,B,0,0,1,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q11 C,0,Q11,C,0,0,1,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q11 D,0,Q11,D,0,0,1,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q12 A,1,Q12,A,1,1,0,0,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
106,Q13 A,0,Q13,A,1,0,0,1,1,0,0,1,0,0,0,1,55,77,33,48,7,1.89,0,3.77,7.55,0,22.64,5.66
107,Q2 A,0,Q2,A,1,0,0,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q2 B,0,Q2,B,1,0,0,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q2 C,1,Q2,C,1,1,0,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q3 A,1,Q3,A,1,0,1,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q3 B,0,Q3,B,0,0,1,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q3 C,0,Q3,C,0,0,1,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q3 D,0,Q3,D,0,0,1,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q3 E,0,Q3,E,1,0,1,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q4 A,0,Q4,A,0,0,1,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q4 B,1,Q4,B,0,0,1,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q5 A,0,Q5,A,1,0,1,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q5 B,0,Q5,B,0,0,1,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q5 C,0,Q5,C,1,0,1,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q5 D,0,Q5,D,0,0,1,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q6 A,0,Q6,A,1,0,0,0,,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q6 B,0,Q6,B,0,0,0,0,,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q6 C,1,Q6,C,1,1,0,0,,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q7 A,1,Q7,A,1,0,1,0,0,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q7 B,0,Q7,B,0,1,1,0,0,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q8 A,0,Q8,A,1,0,0,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q8 B,1,Q8,B,1,1,0,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q9 A,0,Q9,A,1,0,0,1,0,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q10 A,0,Q10,A,1,0,1,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q10 B,0,Q10,B,0,0,1,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q10 C,0,Q10,C,1,0,1,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q10 D,0,Q10,D,0,0,1,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q11 A,0,Q11,A,0,0,1,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q11 B,0,Q11,B,0,0,1,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q11 C,0,Q11,C,0,0,1,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q11 D,0,Q11,D,0,0,1,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q12 A,1,Q12,A,1,1,0,0,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
107,Q13 A,1,Q13,A,1,0,0,1,1,0,0,1,0,0,0,1,44,10,,19,2,0,0,0,0,5.56,16.67,5.56
108,Q2 A,0,Q2,A,1,0,0,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q2 B,0,Q2,B,1,0,0,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q2 C,1,Q2,C,1,1,0,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q3 A,1,Q3,A,1,0,1,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q3 B,0,Q3,B,0,0,1,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q3 C,0,Q3,C,0,0,1,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q3 D,0,Q3,D,0,0,1,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q3 E,1,Q3,E,1,0,1,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q4 A,0,Q4,A,0,0,1,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q4 B,0,Q4,B,0,0,1,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q5 A,1,Q5,A,1,0,1,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q5 B,0,Q5,B,0,0,1,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q5 C,1,Q5,C,1,0,1,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q5 D,0,Q5,D,0,0,1,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q6 A,1,Q6,A,1,0,0,0,,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q6 B,0,Q6,B,0,0,0,0,,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q6 C,1,Q6,C,1,1,0,0,,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q7 A,1,Q7,A,1,0,1,0,0,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q7 B,0,Q7,B,0,1,1,0,0,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q8 A,1,Q8,A,1,0,0,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q8 B,1,Q8,B,1,1,0,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q9 A,1,Q9,A,1,0,0,1,0,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q10 A,1,Q10,A,1,0,1,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q10 B,0,Q10,B,0,0,1,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q10 C,1,Q10,C,1,0,1,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q10 D,0,Q10,D,0,0,1,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q11 A,0,Q11,A,0,0,1,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q11 B,0,Q11,B,0,0,1,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q11 C,0,Q11,C,0,0,1,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q11 D,0,Q11,D,0,0,1,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q12 A,1,Q12,A,1,1,0,0,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
108,Q13 A,1,Q13,A,1,0,0,1,1,0,0,1,0,1,0,1,45,80,80,64,0,0,0,0,22.22,0,27.78,5.56
109,Q2 A,0,Q2,A,1,0,0,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q2 B,0,Q2,B,1,0,0,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q2 C,1,Q2,C,1,1,0,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q3 A,0,Q3,A,1,0,1,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q3 B,0,Q3,B,0,0,1,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q3 C,0,Q3,C,0,0,1,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q3 D,0,Q3,D,0,0,1,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q3 E,0,Q3,E,1,0,1,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q4 A,0,Q4,A,0,0,1,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q4 B,0,Q4,B,0,0,1,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q5 A,0,Q5,A,1,0,1,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q5 B,0,Q5,B,0,0,1,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q5 C,0,Q5,C,1,0,1,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q5 D,1,Q5,D,0,0,1,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q6 A,0,Q6,A,1,0,0,0,,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q6 B,0,Q6,B,0,0,0,0,,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q6 C,1,Q6,C,1,1,0,0,,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q7 A,1,Q7,A,1,0,1,0,0,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q7 B,0,Q7,B,0,1,1,0,0,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q8 A,0,Q8,A,1,0,0,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q8 B,1,Q8,B,1,1,0,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q9 A,0,Q9,A,1,0,0,1,0,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q10 A,0,Q10,A,1,0,1,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q10 B,0,Q10,B,0,0,1,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q10 C,0,Q10,C,1,0,1,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q10 D,0,Q10,D,0,0,1,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q11 A,0,Q11,A,0,0,1,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q11 B,0,Q11,B,0,0,1,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q11 C,0,Q11,C,0,0,1,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q11 D,0,Q11,D,0,0,1,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q12 A,0,Q12,A,1,1,0,0,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
109,Q13 A,0,Q13,A,1,0,0,1,1,0,0,1,0,1,0,1,89,,50,,2,6.67,6.67,0,6.67,0,40,0
110,Q2 A,0,Q2,A,1,0,0,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q2 B,0,Q2,B,1,0,0,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q2 C,1,Q2,C,1,1,0,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q3 A,1,Q3,A,1,0,1,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q3 B,0,Q3,B,0,0,1,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q3 C,0,Q3,C,0,0,1,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q3 D,1,Q3,D,0,0,1,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q3 E,1,Q3,E,1,0,1,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q4 A,0,Q4,A,0,0,1,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q4 B,0,Q4,B,0,0,1,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q5 A,0,Q5,A,1,0,1,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q5 B,1,Q5,B,0,0,1,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q5 C,1,Q5,C,1,0,1,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q5 D,0,Q5,D,0,0,1,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q6 A,0,Q6,A,1,0,0,0,,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q6 B,1,Q6,B,0,0,0,0,,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q6 C,1,Q6,C,1,1,0,0,,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q7 A,1,Q7,A,1,0,1,0,0,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q7 B,0,Q7,B,0,1,1,0,0,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q8 A,0,Q8,A,1,0,0,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q8 B,1,Q8,B,1,1,0,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q9 A,0,Q9,A,1,0,0,1,0,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q10 A,0,Q10,A,1,0,1,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q10 B,1,Q10,B,0,0,1,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q10 C,0,Q10,C,1,0,1,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q10 D,1,Q10,D,0,0,1,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q11 A,1,Q11,A,0,0,1,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q11 B,0,Q11,B,0,0,1,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q11 C,0,Q11,C,0,0,1,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q11 D,0,Q11,D,0,0,1,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q12 A,1,Q12,A,1,1,0,0,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
110,Q13 A,0,Q13,A,1,0,0,1,1,0,0,1,0,0,0,1,41,92,94,64,1,20,0,0,20,0,20,20
111,Q2 A,0,Q2,A,1,0,0,0,1,0,0,1,0,1,0,,61,70,70,,0,0,0,0,5,0,25,0
111,Q2 B,0,Q2,B,1,0,0,0,1,0,0,1,0,1,0,,61,70,70,,0,0,0,0,5,0,25,0
111,Q2 C,1,Q2,C,1,1,0,0,1,0,0,1,0,1,0,,61,70,70,,0,0,0,0,5,0,25,0
111,Q3 A,1,Q3,A,1,0,1,0,1,0,0,1,0,1,0,,61,70,70,,0,0,0,0,5,0,25,0
111,Q3 B,0,Q3,B,0,0,1,0,1,0,0,1,0,1,0,,61,70,70,,0,0,0,0,5,0,25,0
111,Q3 C,0,Q3,C,0,0,1,0,1,0,0,1,0,1,0,,61,70,70,,0,0,0,0,5,0,25,0
111,Q3 D,0,Q3,D,0,0,1,0,1,0,0,1,0,1,0,,61,70,70,,0,0,0,0,5,0,25,0
111,Q3 E,0,Q3,E,1,0,1,0,1,0,0,1,0,1,0,,61,70,70,,0,0,0,0,5,0,25,0
111,Q4 A,0,Q4,A,0,0,1,0,1,0,0,1,0,1,0,,61,70,70,,0,0,0,0,5,0,25,0
111,Q4 B,0,Q4,B,0,0,1,0,1,0,0,1,0,1,0,,61,70,70,,0,0,0,0,5,0,25,0
111,Q5 A,0,Q5,A,1,0,1,0,1,0,0,1,0,1,0,,61,70,70,,0,0,0,0,5,0,25,0
111,Q5 B,0,Q5,B,0,0,1,0,1,0,0,1,0,1,0,,61,70,70,,0,0,0,0,5,0,25,0
111,Q5 C,1,Q5,C,1,0,1,0,1,0,0,1,0,1,0,,61,70,70,,0,0,0,0,5,0,25,0
111,Q5 D,0,Q5,D,0,0,1,0,1,0,0,1,0,1,0,,61,70,70,,0,0,0,0,5,0,25,0
111,Q6 A,0,Q6,A,1,0,0,0,,0,0,1,0,1,0,,61,70,70,,0,0,0,0,5,0,25,0
111,Q6 B,0,Q6,B,0,0,0,0,,0,0,1,0,1,0,,61,70,70,,0,0,0,0,5,0,25,0
